ClienteID;RagioneSociale;NumeroContratto;DataInizio;DataFine;Durata;DescrizioneProdotto;NOL_FIN;NOL_INT;TotRata;CopieBN;EccBN;CopieCol;EccCol;Stato
62;CHEMICAL GROUP SRL;;12/07/2023;01/08/2028;60;MICROSOFT SURFACE PRO 9 COMPLETO DI OFFICE PENNINO COVER + TASTIERA PORTA PENNINO;BNP 50;;50;*;*;*;*;aperto
62;CHEMICAL GROUP SRL;;01/04/2025;31/03/2030;60;"HP PC 400 G9 + N.2 MONITOR SAMSUNG 27""";;30;30;*;*;*;*;aperto
62;CHEMICAL GROUP SRL;;;;*;CABLAGGIO;*;;500;;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;;01/01/2020;01/01/2025;60;Xerox C8030 + fax (+ s.o. + server ML310 in DDt non consegnato) + google app;GRENKE 355 ci faranno fattura top up ogni 3 mesi fino a scadenza;*;355;4500;0.01007;1500;0.1007;aperto
63;CHRYSALIS S.R.L COMUNICATION;;01/10/2019;01/04/2025;66;HP NOTEBOOK 450 G6 + OFFICE;BNP 25;*;25;*;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;A1B78578;12/02/2020;01/10/2025;66;N.4 PROBOOK 455R + 4 OFFICE + ARMADIO REC + QNAP NAS + N.4 HD DA 2 TB + QNAP NAS + N.4 HD DA 1 TB + LICENZA PHOTOSHOP (SOLO PER 1 ANNO);BNP 260,53;*;26053;*;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;;01/11/2021;31/10/2026;60;DELL NOTEBOOK VOSTRO 5510 (I7 16GB 512 GB GRAFICA 2GB ) + OFFICE RECUPERATO;*;40;40;*;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;;01/11/2021;31/10/2026;60;DELL NOTEBOOK VOSTRO 5510 (I7 16GB 512 GB GRAFICA 2GB ) + OFFICE RECUPERATO;*;40;40;*;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;;01/01/2023;;;N.20 LICENZE MICROSOFT 365 BUSINESS STANDARD (N.14 GENNAIO 23 + 1 MAGGIO 23 + 1 OTTOBRE 23 + 2 DICEMBRE 23 + 2 dicembre 24);*;230;230;*;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;;01/01/2023;;12ESI RINNOVO AUTOMATICO;N.6 LICENZE MICROSOFT EXCHANGE ONLINE;*;225 ANNO;225ANNO;*;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;;01/04/2023;;12ESI RINNOVO AUTOMATICO;CONTRATTO DI CONSULENZA ED ASSISTENZA INFORMATICA;*;1200 ANNO;1200ANNO;*;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;;13/12/2023;01/01/2027;36;N.5 DELL NOTEBOOK VOSTRO 3520;BNP 87;;87;*;*;*;*;aperto
63;CHRYSALIS S.R.L COMUNICATION;A1F31886;11/07/2024;01/10/2029;60;EPSON ENTERPRICE AMC-4000 + FAX (2 CASSETTI + STAND);BNP 260;;260;4000;0.008;1000;0.08;aperto
63;CHRYSALIS S.R.L COMUNICATION;;01/01/2025;;60;LICENZA MICROSOFT ENTRA ID P2(AUTENTICATOR);;110 ANNO;110ANNO;;;;;aperto
63;CHRYSALIS S.R.L COMUNICATION;A1F96295;15/05/2025;01/07/2028;36;PROBOOK 450 G10 + N.2 PROBOOK 445 G11 + WORKSTATION HP ZBOOK POWER 16 G11 + NAS SYNOLOGY DS 423+ CON 3 HD 4 TB + vecchio contratto: NAS + ARMADIO;BNP 225;;225;;;;;aperto
63;CHRYSALIS S.R.L COMUNICATION;;;;;REALIZZAZIONE VPN (MERAKI MX - 64 + ASSISTENZA E AGGIORNAMENTI CANONE ANNUALE);;;;;*;*;*;aperto
65;CIP 4 SRL;;01/03/2025;;;N.14 LICENZE MICROSOFT OFFICE 365 BUSINESS STANDARD;;140.4;14040CADANNO;;;;;aperto
65;CIP 4 SRL;;01/04/2025;;;N.30 LICENZE MICROSOFT OFFICE 365 BUSINESS BASIC;;2016,00 ANNO;201600ANNO;;;;;aperto
67;CLASS SERVICE SRL;12737594;01/01/2024;01/01/2029;60;N.2 HP NOTEBOOK 450 G10 + N.2 OFFICE H&B 2021 + N.2 PANDA ANTIVIRUS + ASSISTENZA;GRENKE 60;;60;;;;;aperto
67;CLASS SERVICE SRL;12737951;01/01/2024;01/01/2029;60;STAMPANTE BADGE + SOFTWARE DI GESTIONE + NASTRO COLORI 250 BADGE + N.2 CONFEZIONI 100 BADGE;GRENKE 30;;30;;;;;aperto
67;CLASS SERVICE SRL;12739140;01/04/2024;01/04/2029;60;N. HP NOTEBOOK 450 G10 + N.1 OFFICE H&B 2021 + N.1 PANDA ANTIVIRUS + ASSISTENZA;GRENKE 30;;30;;;;;aperto
67;CLASS SERVICE SRL;12740317;01/07/2024;01/07/2029;60;N. HP NOTEBOOK 450 G10 + N.1 OFFICE H&B 2021 + N.1 PANDA ANTIVIRUS + ASSISTENZA;GRENKE 30;;30;;;;;aperto
67;CLASS SERVICE SRL;;01/07/2024;;VENDITA;SYNOLOGY NAS DS224 PLUS COMPLERTO N.2 HD 2 TB;;;VENDITA;;;;;aperto
67;CLASS SERVICE SRL;12742056;01/01/2025;01/01/2030;60;HP ELITEBOOK 860 G11 + OFFICE + PANDA;GRENKE 40;;40;;;;;aperto
70;COMPUTER DESIGN SRL;;;;;INSTALLAZIONE PER CONTO DI EPSON;;;;;;;;aperto
72;CONSEA SRL;;11/07/2023;01/10/2028;60;N.7 HP PRO TOWER 400 G9 + HP PROBOOK 450 G9;BNP 125;;125;;;;;aperto
72;CONSEA SRL;;18/12/2023;01/01/2029;60;N.4 IPHONE 15 PRO MAX 256GB + REKSAFE ( 3 NERI 1 BLU);BNP 140;;140;;;;;aperto
72;CONSEA SRL;14197522;06/11/2024;01/11/2029;60;"MAC BOOK PRO 14"" + RECSAFE";IFIS 45;;45;;;;;aperto
74;COSI COM ERA;;;;*;VENDITA COMPONENTE 2016;*;;*;;*;*;*;aperto
76;Calorservices Srl;;01/05/2023;30/04/2028;60;"N.4 GOOGLE HOME MINI + MONITOR 27""";;100;100;;;;;aperto
82;DOTTORESSA MARIA OLGIATI;;02/02/2023;01/03/2028;60;HP PROBOOK 470 G9 + OFFICE;BNP 40;;40;;;;;aperto
82;DOTTORESSA MARIA OLGIATI;;01/01/2023;01/02/2028;60;EPSON C878;IFIS 150;;150;;1000;0.01478;500;aperto
83;DRYLOCK;;;;*;CLIENTE ATTIVO;;;;;;;;aperto
84;DUEGI CAR SRL;A1G10029;30/06/2025;01/07/2030;;ARMADIO RACK+NVR+SISTEMA ANTIFURTO + 11 TELECAMERE;BNP 130;;130;;;;;aperto
84;DUEGI CAR SRL;A1G05812;30/06/2025;01/07/2030;60;centralino P520 + linkus x 5 anni ,2 telefoni fissi,1 cordless;BNP 40;;40;;;;;aperto
87;EFESTO SRL;;;;;VIDEOPROIETTORE;;*;ACQUISTO;;;;;aperto
87;EFESTO SRL;;;;;VIDEOPROIETTORE;;;ACQUISTO;;;;;aperto
88;EFFEELLE SRLS (LUIGI SPATUZZI);;01/11/2023;31/10/2028;60;XEROX 6605 (USATA) + HP PC AIO 800 G3 (USATO)+ ROUTER LTE + APPLE IPHONE 14 PRO 512 + REC SAFE + APPLE AIRPODS PRO + DYMO ETICHETTRATRICE + N.3 NASTRI;;132.6;1326;500;0.00816;100;0.0816;aperto
89;ELLECI SRL;;13/02/2023;01/04/2028;60;(SERVER DL360G10 + RAM 32GB + 3HD 300GB + ULTRIUM + WINDOWS SERVER 2016 + 10 CAL + 10 LICENZE RDS +  4 PC ASUS  ALL IN ONE + ARMADIO REC) BENI DAL VECCHIO CONTRATTO STUDIO ELLECI  + EPSON ENTERPRICE AM-C6000 + N.4 PC AIO + N.1 NOTEBOOK;BNP 565;;565;;7000 in tandem su tutte le macchine;0.009;0;aperto
89;ELLECI SRL;;01/07/2018;;RINNOVO ANNUALE;DOMINIO + MAIL;;;100;;*;*;*;aperto
89;ELLECI SRL;;07/07/2015;;60 TACITO RINNOVO;CONTRATTO DI ASSISTENZA;;;85;;*;*;*;aperto
89;ELLECI SRL;;01/01/2025;31/12/2029;60;HP PC + MONITOR + OFFICE + PANDA ( MATERIALE USATO);;;20;;*;*;*;aperto
91;ERA HOLDING SRL (GLASFORD);;18/03/2025;01/04/2030;60;C579  CASA TITOLARE VECCHIO CONTRATTO;TANDEM;*;*;500;0.007834;100;0.078333;aperto
91;ERA HOLDING SRL (GLASFORD);;13/07/2022;01/10/2027;60;EPSON C878 + C579;BNP 189;;189;;1500;0.007834;300;aperto
91;ERA HOLDING SRL (GLASFORD);;13/07/2022;01/10/2027;60;C579  CASA TITOLARE;TANDEM;;*;;500;0.007834;100;aperto
94;Elleci Studio di Corsi Emiliana;;;;*;RISCATTO NOLEGGIO IPHONE 8;;*;;;;;;aperto
94;Elleci Studio di Corsi Emiliana;;01/03/2022;01/03/2027;60;EPSON C579 + NAS + N.2 DISCHI  + (N.2 PC + MONITOR + OFFICE (RIGENERATI) + MERAKI Z3 + LICENZA ANNUALE INCLUSA SOLO IL PRIMO ANNO + DISTRUGGI DOCUMENTI;BNP 90;*;90;COPIE IN TANDEM su tutte le macchine;0.009;COPIE IN TANDEM;0.09;aperto
94;Elleci Studio di Corsi Emiliana;A1F50007;04/10/2024;01/11/2029;60;APPLE IPHONE 16 PRO MAX 256GB TITANIO SABBIA;BNP 30;*;30;;;;;aperto
94;Elleci Studio di Corsi Emiliana;;;;*;N.3 PANNELLI PLEXIGLAS;;;;;;;;aperto
94;Elleci Studio di Corsi Emiliana;;;;*;RISCATTO NOLEGGIO IPHONE 8;;;;;;;;aperto
96;Etaplast SpA;A1C53311;25/01/2021;01/04/2026;60M;N.2 EPSON C579;BNP 180;*;180;12000 IN TANDEM  CONTRATTO C7025;0.004751;0;0.067143;aperto
96;Etaplast SpA;A1D10960;08/10/2021;01/01/2027;60M;CENTRALINO YEASTAR S50 + LICENZA LINKUSS 5 ANNI + 10 CUFFIE BLOOTHOOT + N.12 SMARTPHONE OPPO A15 + ROUTER 4G (FORNITO DA SMARTELL);BNP 95;*;95;;*;;*;aperto
96;Etaplast SpA;A1F95307;20/05/2025;01/07/2030;60M;N.2 EPSON EM-C800 + CENTRALINO S50 YESTAR ( VECCHIO CONTRATTO) + N.5 DECT W80 + N.1 DECT MANAGER + (N.12 CORDLESS GIGASET S700H PRO IN DDT BNP) + N.12 YEALINK W73H;BNP 255;*;255;12000 in tandem c878;0.007;0 in tandem c878;0.07;aperto
97;Eurocolor;;10/07/2019;;60;N.9 OFFICE HOMEBUSINESS 2019;*;;45;;*;*;*;aperto
97;Eurocolor;;17/09/2019;;12 RINNOVO AUTOMATICO;DOMINIO;*;;100;;*;*;*;aperto
97;Eurocolor;A1C08586;27/10/2020;01/01/2026;60;CENTRALINO YEASTARS 20 + N870 IPDECT + N.3 CORDLESS S650H + N.1 TELEFONO T465S + SWITCH WIFI POE (VIGEVANO) + CENTRALINO YEASTARS 20 + N. 2 N870 IPDECT + N.6 CORDLESS S650H + N.1 TELEFONO T465S + SWITCH WIFI POE (S.MARTINO);BNP 260;;260;;*;*;*;aperto
97;Eurocolor;;;;;N.6 PISTOLA TERMOSCANNER;*;;;;*;*;*;aperto
97;Eurocolor;;01/12/2020;;12ESI RINNOVO AUTOMATICO;CREAZIONE N.6 CASELLE EMAIL;*;;240CANONEANNUALE;;*;*;*;aperto
97;Eurocolor;;05/05/2021;01/07/2026;60;N.2 PC HP 400 G3 USATI (SAN MARTINO SICCOMARIO) + N.2 LENOVO USATI (VIGEVANO);BNP 70;;70;;*;*;*;aperto
97;Eurocolor;;15/06/2022;01/07/2027;60;EPSON C579 + IPHONE 13 PRO 128 GB(tutto in milano color);BNP 65;;65;;1000 TANDEM MILANOCOLOR;0.01449;100 TANDEM MILANOCOLOR;aperto
97;Eurocolor;;01/05/2023;30/04/2028;60;UANIA + LICENZA ANNUALE (INSTALLATA VIGEVANO);;;20;;;;;aperto
97;Eurocolor;;26/05/2023;01/07/2028;60;SEDE DI SAN MARTINO : XEROX C7125 + N.2 C579 (1 USATA IN MILANO COLOR) + N.5 PC + MONITOR + OFFICE + ANTIVIRUS + PROVENIENTE DAL VECCHIO CONTRATTO : SERVER + NAS + FIREWALL + WIFI;BNP 580;;580;;4500 COPIE IN TANDEM;0.01449;300 COPIE IN TANDEM;aperto
97;Eurocolor;;26/05/2023;01/07/2028;60;SEDE DI VIGEVANO : XEROX C7125 + N.2 PC + OFFICE + MONITOR + ANTIVIRUS + 1 PC USATO VECCHIO CONTRATTO;;;;;*;*;*;aperto
97;Eurocolor;;01/06/2023;01/07/2028;60;IPHONE 14 PRO 256GB SILVER;BNP 30;;30;;;;;aperto
97;Eurocolor;;01/03/2024;28/02/2029;60;N. 1 PAPERTABLET REMARKABLE 2 + PENNINO + CUSTODIA;;;15;;;;;aperto
98;FANTE ADVISORY SRL (INVESTIS ADVISORY SRL ) cambiata ragione sociale dal 31/08/2023;;01/01/2022;01/01/2027;60;EPSON C878;BNP 100;*;100;COPIE INCLUSE CONTRATTO ENTERPRICE;0.007834;COPIE INCLUSE CONTRATTO ENTERPRICE;0.078333;aperto
98;FANTE ADVISORY SRL (INVESTIS ADVISORY SRL ) cambiata ragione sociale dal 31/08/2023;;01/05/2021;30/04/2026;60;SYNOLOGY NAS 220 PLUS completo di 2 hd da 3 tb +  SERVIZIO BACK UP in cloud 2 TB;*;;130;;*;*;*;aperto
98;FANTE ADVISORY SRL (INVESTIS ADVISORY SRL ) cambiata ragione sociale dal 31/08/2023;;;;*;(VENDITA) REALIZZAZIONE SOFTWARE DEDICATO;*;;*;;*;*;*;aperto
98;FANTE ADVISORY SRL (INVESTIS ADVISORY SRL ) cambiata ragione sociale dal 31/08/2023;;01/12/2020;;*;monte ore 100 ore( come da accordi Fabio 13/01/2022) ( 6000);;;;;;;;aperto
98;FANTE ADVISORY SRL (INVESTIS ADVISORY SRL ) cambiata ragione sociale dal 31/08/2023;;23/09/2020;01/10/2025;60;CENTRALINO YEASTAR S50 + N.2 SCHEDE B2 + N.2 RAGNI PER SALA CONFERENZE + N.35 TELEFONI + N.2 SWITCH 24 P POE+microfono;BNP 415;;415;;;;;aperto
98;FANTE ADVISORY SRL (INVESTIS ADVISORY SRL ) cambiata ragione sociale dal 31/08/2023;;;;*;N.3 HP PROBOOK 450 G7 + OFFICE;;;;;;;;aperto
98;FANTE ADVISORY SRL (INVESTIS ADVISORY SRL ) cambiata ragione sociale dal 31/08/2023;;23/09/2020;01/10/2025;60;CENTRALINO YEASTAR S50 + N.2 SCHEDE B2 + N.2 RAGNI PER SALA CONFERENZE + N.35 TELEFONI + N.2 SWITCH 24 P POE+microfono;BNP 415;;415;;;;;aperto
98;FANTE ADVISORY SRL (INVESTIS ADVISORY SRL ) cambiata ragione sociale dal 31/08/2023;;;;VENDITA;REALIZZAZIONE VPN TORINO (MERAKI + ASSISTENZA CANONE ANNUALE);;;;;;;;aperto
101;FARMACIA AMBRECK SRL;12742799;01/04/2025;01/04/2030;60;DVR + N.16 TELECAMERE ANALOGICHE + N.5 TELECAMERE IP + HARD DISK 2TB + N.2 SWITCH 5 PORTE POE;GRENKE 65;;65;*;*;*;*;aperto
101;FARMACIA AMBRECK SRL;A1E18970;13/01/2023;01/04/2028;60;CENTRALINO YEASTAR P550 + MODULO + LICENZA ( 5 ANNI) + N.6 CELLE DECT + N.8 CORDLESS W59R + N.21 CORDLESS W78H + N.3 TELEFONI T46U + 1 SWITCH 24 PORTE + N.2 CUFFIE MONO BLUETOOTH;BNP 350;;350;*;*;*;*;aperto
101;FARMACIA AMBRECK SRL;12742951;01/04/2025;01/04/2030;60;CENTRALINO YESTAR P560 + N.5 CORDLESS W59R + SWITCH 16 PORTE POE;GRENKE 120;;120;*;*;*;*;aperto
105;FARMACIA SAN GIUSEPPE;;26/11/2020;01/01/2026;60;N.1 EPSON C878 + N.2 C579;BNP 170;;170;2000;0.00742;1000;0.0742;aperto
105;FARMACIA SAN GIUSEPPE;;29/07/2022;01/10/2027;60;CENTRALINO S20 + TELEFONO;BNP 30;;30;;;;;aperto
108;FARMACIA VENTURA;14224328;01/05/2025;01/05/2030;60;CENTRALINO YEASTAR P520 + ACC + N.1 DECT N510 + N.2 CORDLESS GIGASET + CONTRATTO ASSISTENZA;IFIS 70;;70;;;;;aperto
113;FIXI SRL;;01/10/2022;01/12/2027;60;XEROX VERSALINK B600 + PHASER 4600 (USATA VECCHIO CONTRATTO);TANDEM;;400;3000;0.01;;;aperto
114;FLEXO ITALIA SRL;;01/01/2021;;12ESI RINNOVO AUTOMATICO;CONTRATTO DI MANUTENZIONE TELEFONIA;;350 ANNO;350ANNO;;;;;aperto
114;FLEXO ITALIA SRL;;01/07/2022;;VENDITA;LETTORE C2C PRO + N.10 BADGE;;;;;;;;aperto
114;FLEXO ITALIA SRL;;01/08/2022;;VENDITA;SOFTWARE RILEVATORE PRESENZE;;;;;;;;aperto
114;FLEXO ITALIA SRL;;01/12/2023;30/11/2024;VENDITA;CONTRATTO ASSISTENZA SOFTWARE RILEVATORE PRESENZE CANONE ANNUALE;;CANONE ANNUALE;CANONEANNUALE;;;;;aperto
114;FLEXO ITALIA SRL;;;;;CENTRALINO + TELEFONI;;;VENDITA;;;;;aperto
115;FORMONT s.c.a.r.l.;;01/01/2024;01/01/2029;60;EPSON ENTERPRISE AM-C5000;GRENKE 135;;135;TANDEM CONTRATTO PRECEDENTE;0.00636;TANDEM CONTRATTO PRECEDENTE;0.0636;aperto
115;FORMONT s.c.a.r.l.;127-43081;01/04/2025;01/04/2030;60;EPSON AM-C 6000 4 CASSETTI + N.7 EPSON C879 + N.6 EPSON EM-C800 + N.10 LETTORI BADGE;GRENKE 1200;450;1650;63000;0.006;5000;0.06;aperto
119;Filosofia Alimentare Srl(SOFIA);;;;*;bene in ctr filosofia - MACCHINA RITIRATA AGOSTO 2025 SU COMUNICAZIONE DEL CLIENTE;*;;*;;;;;aperto
121;G BOERO SRL;;01/07/2025;;;LINEA FIBERWIDE;;;;;;;;aperto
123;GLASFORD;;13/07/2022;01/10/2027;60;C579  CASA TITOLARE;TANDEM;*;*;500;0.007834;100;0.078333;aperto
124;GLI ESPERTI DELL'IMPRESA SRL;;08/03/2023;01/04/2026;36;APPLE MAC BOOK AIR + ADATTATORE RETE + APPLE CARE;BNP 57;;57;*;*;*;*;aperto
124;GLI ESPERTI DELL'IMPRESA SRL;;17/03/2023;01/04/2026;36;HP ELITEBOOK 650 G9 + OFFICE;BNP 45;;45;*;*;*;*;aperto
124;GLI ESPERTI DELL'IMPRESA SRL;;01/07/2023;01/07/2028;60;EPSON ENTERPRICE AM-C6000 + DOPPIO CASSETTO;GRENKE 195;;195;14000 COPIE IN TANDEM;0.006334;0;0.063342;aperto
124;GLI ESPERTI DELL'IMPRESA SRL;14197344;11/11/2024;01/12/2029;60;N.12 HP PRO ONE 440 G9 AIO + N.12 OFFICE H&B 2024 + ESTENSIONE GARANZIA 36 MESI + N.3 UBIQUITY SWITCH 48P + N.2 UBIQUITY CAVI SFP 0,5M + N.3 UBIQUITY SWITCH 16P + N.3 UBIQUITY SWITCH 8P + N.10 UBIQUITY FIREWALL UNIFI + N.2 UBIQUITY FIREWALL PROFESSIONAL + N.2 UBIQUITY CEILING MOUNT WIFI 7 AP + N.2 UBIQUITY POE INJECTOR + N.2 UBIQUITY WALL MOUNT;IFIS 385;;385;;;;;aperto
125;GOMMAUTO;;04/10/2021;01/01/2027;60;"HP PERSONAL COMPUTER 290 G3 SFF + OFFICE + MONITOR 24""";BNP 25;*;25;*;*;*;*;aperto
125;GOMMAUTO;;27/08/2024;01/10/2029;60;"PC DELL 3910 + MONITOR 21,5"" + SWITCH 8 PORTE + 1 SWITCH 4 PORTE + ARMADIO RACK + ACC + N.2 ACCESS POINT + SWITCH 16 PORTE + NAS QNAP + 2 DISCHI 1TB USATO";BNP 93;*;93;*;*;*;*;aperto
125;GOMMAUTO;A1G14196;17/07/2025;01/10/2030;60;EPSON WOKEFORCE EM - C 800 + 2 CASSETTI CARTA;BNP 80;*;80;2000;0.007;20;0.07;aperto
126;GRAND HOTEL SITEA  (seat);;01/09/2021;31/08/2026;60ESI;EPSON C 878;*;243.8;2438;10000;0.00655;2000;0.06551;aperto
126;GRAND HOTEL SITEA  (seat);A1F75433;28/01/2025;01/04/2030;60;EPSON C878 + C800 DOPPIO CASSETTO;BNP 300;*;300;11000;0.006;200;0.06;aperto
128;GROSSO RAG.GIOVANNA;14260338;23/09/2024;01/10/2029;60M;"IPHONE 14 PRO MAX 128GB (dal contratto di Guarracino) + N.2 NOTEBOOK DELL (I5 16 512) + N.2 ANTIVIRUS + IPAD 13"" WIFI + CELL 256GB + COVER + REKSAFE";IFIS 119,44 + INTERNO 80;;19944;;;;;aperto
129;GUARRACINO RAG.EZIO;A1D74634;30/05/2022;01/07/2027;60;"IMAC 24""";BNP 60;*;60;;;;;aperto
129;GUARRACINO RAG.EZIO;A1E28632;23/02/2023;01/03/2028;60;MAC BOOK PRO 16 (16GB + 512 MB) + IPHONE 14 PRO MAX 128GB;BNP 135;*;135;;;;;aperto
131;Geo Pluriservice Srl;;23/11/2023;01/01/2029;60;XEROX C415;BNP 49;*;49;500;0.0065;100;0.065;aperto
132;Gramsci Car Center Srl;;04/05/2023;01/06/2028;60;EPSON C579;IFIS 59;*;59;IN TANDEM CONTRATTI PRECEDENTI;0.007;IN TANDEM  CONTRATTO EPSON;0.07;aperto
132;Gramsci Car Center Srl;;27/02/2024;01/04/2029;60;N.3 EPSON C579;BNP 200;*;200;5000;0.007;0;0.07;aperto
132;Gramsci Car Center Srl;14209002;31/12/2024;01/02/2030;60;EPSON EM-C800 + EPSON WF-5899;IFIS 180;*;180;13000;0.007;500;0.07;aperto
134;HUB09 SRL;;01/07/2022;01/07/2027;60ESI;N.2 XEROX C405;IFIS 300;*;300;2000;0.01272;900;0.1378;aperto
